Ticker,Short Name,Market Cap,Sector,Industry,PE Ratio,Dividend Yield,Forward P/E Ratio,50日均差%,200日均差%,CurrentY成長,NextY成長,CurrentQ成長,NextQ成長,stock,ethnic_group
WBD,"Warner Bros. Discovery, Inc. - ",77295026176,communication-services,entertainment,0.0,0.0,448.43634,0.12287936,0.11963742,-4.8797,0.986,0.9533,0.6414,,
WDAY,"Workday, Inc.",45363429376,technology,software-application,38.33605,0.0,14.224309,0.062537454,0.18652965,0.2,0.19479999,0.18270001,0.1929,,
WDC,Western Digital Corporation,167507312640,technology,computer-hardware,17.245731,0.0011156481,14.633287,-0.030102722,0.19954525,0.96589994,0.5803,1.271,1.1932,,
WEC,"WEC Energy Group, Inc.",33507092480,utilities,utilities-regulated-electric,19.96699,0.035659064,17.141476,-0.055058923,-0.07715075,0.16370001,0.0731,0.12550001,0.3964,,
WELL,Welltower Inc.,166012583936,real-estate,reit-healthcare-facilities,103.3139,0.013189551,72.449684,-0.03026269,0.08417367,,0.1042,0.1439,0.19459999,,
WFC,Wells Fargo & Company,251445542912,financial-services,banks-diversified,12.085756,0.02079963,10.522706,-0.046254646,-0.023756236,0.1681,0.088599995,0.1122,0.1489,,
WM,"Waste Management, Inc.",83012853760,industrials,waste-management,29.41643,0.017098146,22.780972,-0.078499705,-0.07763886,0.083500005,0.12189999,0.105100006,0.087799996,,
WMB,"Williams Companies, Inc. (The)",86820429824,energy,oil-gas-midstream,28.278887,0.028611304,27.331642,-0.027239414,0.0026840293,0.1532,0.0701,0.0555,0.1369,,
WMT,Walmart Inc.,876343656448,consumer-defensive,discount-stores,39.898552,0.008981757,34.093407,0.0031117792,-0.07209545,0.0933,0.1191,0.0247,0.060599998,,
WRB,W.R. Berkley Corporation,25306578944,financial-services,insurance-property-casualty,14.026749,0.0053786887,14.082063,-0.037497636,-0.011002721,0.12560001,-0.0068,0.0185,0.0683,,
WSM,"Williams-Sonoma, Inc.",27406036992,consumer-cyclical,specialty-retail,23.86564,0.012502201,22.131191,0.002175867,0.12578684,0.114300005,0.066599995,0.120799996,0.08140001,,
WST,"West Pharmaceutical Services, I",26115739648,healthcare,medical-instruments-supplies,47.514725,0.0024047764,37.171932,0.06207906,0.24567908,0.22940001,0.113900006,0.1188,0.11359999,,
WTW,Willis Towers Watson Public Lim,28022249472,financial-services,insurance-brokers,18.671412,0.006127371,13.202706,-0.06596705,0.005458532,0.1625,0.15100001,0.1735,0.1361,,
WY,Weyerhaeuser Company,15524654080,real-estate,reit-specialty,32.636364,0.03998096,32.031647,-0.095003605,-0.112691075,0.6415,1.0483999,0.4993,1.0804,,
WYNN,"Wynn Resorts, Limited",8496375808,consumer-cyclical,resorts-casinos,19.786572,0.0120019205,16.014084,-0.13822456,-0.2156512,0.122200005,0.0654,0.0641,0.0497,,
XEL,Xcel Energy Inc.,45011144704,utilities,utilities-regulated-electric,19.742464,0.032359082,15.871128,-0.06964854,-0.07994556,0.0829,0.1033,0.0552,0.0468,,
XOM,ExxonMobil Holdings Corporation,652601589760,energy,oil-gas-integrated,20.425999,0.025773846,14.684059,0.0033925162,0.07880057,0.6878,-0.08140001,0.9242,0.7911,,
XYL,Xylem Inc.,25181552640,industrials,specialty-industrial-machinery,25.678572,0.015479298,17.268406,-0.064674124,-0.120389596,0.115100004,0.1026,0.0618,0.1618,,
XYZ,"Block, Inc.",46579638272,technology,software-infrastructure,138.44643,0.0,14.947963,-0.036686175,0.11432987,0.708,0.28129998,0.898,0.78199995,,
YUM,"Yum! Brands, Inc.",38127013888,consumer-cyclical,restaurants,17.595718,0.01047872,19.968842,-0.06281567,-0.095005035,0.056399997,0.0946,-0.063,0.0429,,
ZBH,"Zimmer Biomet Holdings, Inc.",17925529600,healthcare,medical-devices,22.81068,0.010178117,10.364763,-0.022566866,0.027721621,0.040700004,0.0625,-0.0093,0.03,,
ZBRA,Zebra Technologies Corporation,17108006912,technology,communication-equipment,33.14482,0.0,16.288988,0.09150185,0.37780276,0.32810003,0.0553,0.26209998,0.1981,,
ZTS,Zoetis Inc.,30107473920,healthcare,drug-manufacturers-specialty-generic,11.885807,0.028879853,11.155274,-0.03149822,-0.27519506,-0.0318,0.052399997,-0.113000005,-0.122200005,,
,SamsungElec,1815654743146496,technology,consumer-electronics,0.0,0.0,3.922185,0.08461146,0.2456007,6.2890997,0.4643,6.6579,4.1733,005930.KS,Memory_concept
,SK hynix,1306132974927872,technology,semiconductors,0.0,0.0,3.8939595,0.08194562,0.3334928,4.867,0.3341,3.8246,3.6592999,000660.KS,Memory_concept
,KIOXIA HOLDINGS CORPORATION,29058796617728,technology,semiconductors,54.053787,0.0,0.0,-0.00094099453,0.33790758,9.1873,0.3759,33.3364,18.3813,285A.T,NandFlash_concept
,NANYA TECHNOLOGY CORPORATION,1540018012160,technology,semiconductors,17.32915,0.0029069767,4.8702574,0.050695553,0.5161106,31.612,0.4691,47.0399,6.2592998,2408.TW,Taiwan_Dram_concept
,"Micron Technology, Inc.",1237995618304,technology,semiconductors,24.766382,0.00050768227,6.8972793,0.18050706,0.7016661,7.8683,1.1617,9.3961,6.4462,MU,Memory_concept
,WINBOND ELECTRONIC CORP,769500053504,technology,semiconductors,19.19192,0.0028735632,3.359805,0.014355191,0.2972629,27.9705,0.9964,11.35,12.6015005,2344.TW,Taiwan_Dram_concept
,GIGA DEVICE SEMICONDUCTOR INC,283066925056,technology,semiconductors,35.33392,0.0019146819,26.161354,-0.0168324,0.08378534,6.19,-0.0327,7.1757,7.1707,603986.SS,Memory_concept
,Sandisk Corporation,276298530816,technology,computer-hardware,25.552338,0.0,7.128394,0.25700793,0.7536821,2.0178,0.2318,36.8558,7.5143,SNDK,NandFlash_concept
