Ticker,Short Name,Market Cap,Sector,Industry,PE Ratio,Dividend Yield,Forward P/E Ratio,50日均差%,200日均差%,CurrentY成長,NextY成長,CurrentQ成長,NextQ成長
PPL,PPL Corporation,24871606272,utilities,utilities-regulated-electric,19.556211,0.033443313,15.605522,-0.05889794,-0.086586356,0.0777,0.0858,0.0951,0.14220001
PRU,"Prudential Financial, Inc.",40892850176,financial-services,insurance-life,10.746147,0.0464527,7.97759,-0.01465751,0.09205437,0.0057,0.0238,-0.189,0.0061000003
PSA,Public Storage,55433469952,real-estate,reit-industrial,28.281221,0.040498126,29.007317,-0.05999878,-0.007583329,-0.0229,0.0228,-0.072399996,-0.0396
PSKY,Paramount Skydance Corporation,11118482432,communication-services,entertainment,330.33334,0.019588638,11.647861,0.021523144,-0.08097354,0.0912,0.4994,2.6608,0.9192
PSX,Phillips 66,104944738304,energy,oil-gas-refining-marketing,14.948601,0.018086625,10.513454,0.13927388,0.46917805,3.3326,-0.1193,3.2085998,2.062
PTC,PTC Inc.,14678727680,technology,software-application,13.121241,0.0,15.184252,-0.02451404,-0.07914157,0.025,0.0865,-0.43400002,0.0163
PWR,"Quanta Services, Inc.",96612163584,industrials,engineering-construction,73.6938,0.0006753467,32.59483,0.000805795,0.07820235,0.5566,0.17819999,0.5007,0.5262
PYPL,"PayPal Holdings, Inc.",45014347776,financial-services,credit-services,9.94707,0.010684984,9.095607,-0.0694878,0.038479716,0.0153,0.0731,-0.0189,0.0934
Q,"Qnity Electronics, Inc.",25485785088,technology,semiconductor-equipment-materials,43.507145,0.0018325697,22.650953,-0.06496005,-0.013876707,0.3687,0.173,0.2622,0.3195
QCOM,QUALCOMM Incorporated,207449374720,technology,semiconductors,22.223112,0.020200314,19.034674,0.15257168,0.1523412,-0.1285,-0.026700001,-0.2811,-0.3433
